semester,pickuplocation,processinglocation,courseid,aresitemid,currentstatus,currentstatusdate,deptfinal,coursenumber,coursetitle,instructordisplayname,instructor,itembarcode,url,itemtitle,author,publisher,itemtype,itemformat,documenttype,typeofreserve,shelflocation,callnumber,articletitle,volume,issue,journalyear,journalmonth,pages,numberofusers,totalclicks
Fall 2024,E-RESERVE,OKU,35858,257007,Item Available on Electronic Reserves,06-Aug-24,GOVT,GOVT 3557,Exceptionalism Questioned: America and Europe,"Fallon, Kathleen; Katzenstein, Peter; Kothe, Angela; Sosebee, Emma",,,http://proxy.library.cornell.edu/login?url=https://ebookcentral.proquest.com/lib/cornell/detail.action?docID=5182670,R-09-1  A concise guide to macroeconomics,"Moss, David",,MON,BookChapter,WebLink,E-Reserve,,Electronic Resource,"Chaps. 3, 6 & Conclusion",,,,,"67-86, 117-30, 139-48",2,2
Fall 2024,E-RESERVE,OKU,35858,257009,Item Available on Electronic Reserves,06-Aug-24,GOVT,GOVT 3557,Exceptionalism Questioned: America and Europe,"Fallon, Kathleen; Katzenstein, Peter; Kothe, Angela; Sosebee, Emma",,,http://proxy.library.cornell.edu/login?url=https://ebookcentral.proquest.com/lib/cornell/detail.action?docID=5182670,R-10-1  A concise guide to macroeconomics,"Moss, David",,MON,Book,WebLink,E-Reserve,,Electronic Resource,Chap. 7,,,,,131-8,1,2
Fall 2024,E-RESERVE,OKU,35858,256945,Item Available on Electronic Reserves,05-Aug-24,GOVT,GOVT 3557,Exceptionalism Questioned: America and Europe,"Fallon, Kathleen; Katzenstein, Peter; Kothe, Angela; Sosebee, Emma",,31924063633329,15DD6003.pdf,"R-12-1  Rival capitalists :international competitiveness in the United States, Japan, and Western Europe",Jeffrey A. Hart.,"Cornell University Press,",MON,BookChapter,PDF,E-Reserve,Olin,Electronic Resource,portion of Chap. 4:  The United Kingdom,,,,,"139-50, 178-80",12,16
Fall 2024,E-RESERVE,OKU,35858,256956,Item Available on Electronic Reserves,05-Aug-24,GOVT,GOVT 3557,Exceptionalism Questioned: America and Europe,"Fallon, Kathleen; Katzenstein, Peter; Kothe, Angela; Sosebee, Emma",,,15DD5F27.pdf,R-12-2  The Economist,"Beer, Samuel",,SER,Article,PDF,E-Reserve,,Electronic Resource,The Roots of a New Labour:  Liberalism Rediscovered,,,,"Feb. 7, 1998",23-5,12,15
Fall 2024,E-RESERVE,OKU,35858,256936,Item Available on Electronic Reserves,05-Aug-24,GOVT,GOVT 3557,Exceptionalism Questioned: America and Europe,"Fallon, Kathleen; Katzenstein, Peter; Kothe, Angela; Sosebee, Emma",,,15DD5F28.pdf,R-12-3  New York Times,"Edgerton, David",,SER,Article,PDF,E-Reserve,,Electronic Resource,Boris Johnson Might Break Up the UK:  That's a Good Thing,,,,"Jan. 10, 2020",,9,12
Fall 2024,E-RESERVE,OKU,35858,256937,Item Available on Electronic Reserves,05-Aug-24,GOVT,GOVT 3557,Exceptionalism Questioned: America and Europe,"Fallon, Kathleen; Katzenstein, Peter; Kothe, Angela; Sosebee, Emma",,,http://search.ebscohost.com/login.aspx?direct=true&db=aph&AN=142781664&site=ehost-live,R-12-4  Foreign Affairs,"Freedman, Lawrence D.",,SER,Article,WebLink,E-Reserve,,Electronic Resource,Britain Adrift:  The United Kingdom's Search for a Post-Brexit Role,,,,May/June 2020,118-30,8,10
Fall 2024,E-RESERVE,OKU,35858,256947,Item Available on Electronic Reserves,05-Aug-24,GOVT,GOVT 3557,Exceptionalism Questioned: America and Europe,"Fallon, Kathleen; Katzenstein, Peter; Kothe, Angela; Sosebee, Emma",,31924063633329,15DD6004.pdf,"R-12-5  Rival capitalists :international competitiveness in the United States, Japan, and Western Europe",Jeffrey A. Hart.,"Cornell University Press,",MON,BookChapter,PDF,E-Reserve,Olin,Electronic Resource,portions of Chap. 3:  France,,,,,"87-101, 136-8",9,10
Fall 2024,E-RESERVE,OKU,35858,256948,Item Available on Electronic Reserves,05-Aug-24,GOVT,GOVT 3557,Exceptionalism Questioned: America and Europe,"Fallon, Kathleen; Katzenstein, Peter; Kothe, Angela; Sosebee, Emma",,,15DD5F73.pdf,R-12-6 Rawi Abdelal reading,"Abdelal, Rawi",,MON,Article,PDF,E-Reserve,,Electronic Resource,Saving Globalization from the American Backlash,,,,9 April 2020,1-15,8,9
Fall 2024,E-RESERVE,OKU,35858,256938,Item Available on Electronic Reserves,05-Aug-24,GOVT,GOVT 3557,Exceptionalism Questioned: America and Europe,"Fallon, Kathleen; Katzenstein, Peter; Kothe, Angela; Sosebee, Emma",,31924063633329,15DD5F74.pdf,"R-14 1  Rival capitalists :international competitiveness in the United States, Japan, and Western Europe",Jeffrey A. Hart.,"Cornell University Press,",MON,BookChapter,PDF,E-Reserve,Olin,Electronic Resource,Chap. 5:  Germany,,,,,"181-90, 220-2",6,7
Fall 2024,E-RESERVE,OKU,35858,256949,Item Available on Electronic Reserves,05-Aug-24,GOVT,GOVT 3557,Exceptionalism Questioned: America and Europe,"Fallon, Kathleen; Katzenstein, Peter; Kothe, Angela; Sosebee, Emma",,,http://search.ebscohost.com/login.aspx?direct=true&db=aph&AN=61294609&site=ehost-live,R-14-2  Foreign Affairs,"Rattner, Steven",,SER,Article,WebLink,E-Reserve,,Electronic Resource,Secrets of Germany's Success:  What Europe's Manufacturing Powerhouse Can Teach America,,,,July/Aug 2011,7-11,5,7
Fall 2024,E-RESERVE,OKU,35858,256957,Item Available on Electronic Reserves,05-Aug-24,GOVT,GOVT 3557,Exceptionalism Questioned: America and Europe,"Fallon, Kathleen; Katzenstein, Peter; Kothe, Angela; Sosebee, Emma",,,15DD5E4C.pdf,R-14-3  The Economist,,,SER,Article,PDF,E-Reserve,,Electronic Resource,Vorsprung durch exports,398,8719,,"Feb. 5, 2011",,5,8
Fall 2024,E-RESERVE,OKU,35858,256940,Item Available on Electronic Reserves,05-Aug-24,GOVT,GOVT 3557,Exceptionalism Questioned: America and Europe,"Fallon, Kathleen; Katzenstein, Peter; Kothe, Angela; Sosebee, Emma",,,https://nyti.ms/1JR579E,R-14-4  New York Times,"Irwin, Neil",,SER,Article,WebLink,E-Reserve,,Electronic Resource,How Germany Prevailed in the Greek Bailout,,,,,,5,6
Fall 2024,E-RESERVE,OKU,35858,256955,Item Available on Electronic Reserves,05-Aug-24,GOVT,GOVT 3557,Exceptionalism Questioned: America and Europe,"Fallon, Kathleen; Katzenstein, Peter; Kothe, Angela; Sosebee, Emma",,,,R-14-5  MPlfG Discussion Paper,"Streeck, Wolfgang",,MON,Article,WebLink,E-Reserve,,Electronic Resource,The Rise of the European Consolidation State,,,,,,0,
Fall 2024,E-RESERVE,OKU,35858,257011,Item Available on Electronic Reserves,06-Aug-24,GOVT,GOVT 3557,Exceptionalism Questioned: America and Europe,"Fallon, Kathleen; Katzenstein, Peter; Kothe, Angela; Sosebee, Emma",,,15DD6B6B.pdf,R-15-1  Bird by Bird:  Some Instructions on Writing and Life,"Lamott, Anne",,MON,BookChapter,PDF,E-Reserve,,Electronic Resource,"Shitty First Drafts, Perfectionism, How Do You Know When You're Done?",,,,,"21-32, 93-4",1,1
Fall 2024,E-RESERVE,OKU,35858,256950,Item Available on Electronic Reserves,05-Aug-24,GOVT,GOVT 3557,Exceptionalism Questioned: America and Europe,"Fallon, Kathleen; Katzenstein, Peter; Kothe, Angela; Sosebee, Emma",,,15DD5F29.pdf,R-17-1  The Economist,,,SER,Article,PDF,E-Reserve,,Electronic Resource,Small but Perfectly Formed,,,,"Jan. 3, 1998",65-7,5,5
Fall 2024,E-RESERVE,OKU,35858,256952,Item Available on Electronic Reserves,05-Aug-24,GOVT,GOVT 3557,Exceptionalism Questioned: America and Europe,"Fallon, Kathleen; Katzenstein, Peter; Kothe, Angela; Sosebee, Emma",,,http://search.ebscohost.com/login.aspx?direct=true&db=aph&AN=31029416&site=ehost-live,R-17-2  Foreign Affairs,"Kuttner, Robert",,SER,Article,WebLink,E-Reserve,,Electronic Resource,The Copenhagen Consensus:  Reading Adam Smith in Denmark,87,2,,Mar/Apr  2008,78-94,4,4
Fall 2024,E-RESERVE,OKU,35858,256941,Item Available on Electronic Reserves,05-Aug-24,GOVT,GOVT 3557,Exceptionalism Questioned: America and Europe,"Fallon, Kathleen; Katzenstein, Peter; Kothe, Angela; Sosebee, Emma",,31924117651020,15DD5E4E.pdf,R-17-3  When small states make big leaps :institutional innovation and high-tech competition in Western Europe,Darius Ornston.,"Cornell University Press,",MON,BookChapter,PDF,E-Reserve,Olin,Electronic Resource,Introduction and Conclusion,,,,,"1-6, 188-204",4,4
Fall 2024,E-RESERVE,OKU,35858,256943,Item Available on Electronic Reserves,05-Aug-24,GOVT,GOVT 3557,Exceptionalism Questioned: America and Europe,"Fallon, Kathleen; Katzenstein, Peter; Kothe, Angela; Sosebee, Emma",,,https://www.jstor.org/stable/27756179,R-17-4  Review of International Political Economy,"Campbell, John L. & Hall, John A.",,SER,Article,WebLink,E-Reserve,,Electronic Resource,National Identity and the Political Economy of Small States,16,4,,Oct. 2009,547-72,4,4
Fall 2024,E-RESERVE,OKU,35858,256939,Item Available on Electronic Reserves,05-Aug-24,GOVT,GOVT 3557,Exceptionalism Questioned: America and Europe,"Fallon, Kathleen; Katzenstein, Peter; Kothe, Angela; Sosebee, Emma",,,15DD5F2A.pdf,R-22-1  New York Times,"Wheatcroft, Geoffrey",,SER,Article,PDF,E-Reserve,,Electronic Resource,Europeans Are From Venus:  How the Continent Achieved Six Decades of Peace,,,,"Feb. 10, 2008",,1,1
Fall 2024,E-RESERVE,OKU,35858,256942,Item Available on Electronic Reserves,05-Aug-24,GOVT,GOVT 3557,Exceptionalism Questioned: America and Europe,"Fallon, Kathleen; Katzenstein, Peter; Kothe, Angela; Sosebee, Emma",,,https://search.proquest.com/docview/1506937903/fulltextPDF/418D91E742D842BEPQ/5?accountid=10267,R-22-2  Current History,"Smith, Karen E.",,SER,Article,WebLink,E-Reserve,,Electronic Resource,Is the European Union's Soft Power in Decline?,113,761,,Mar. 2014,104-9,1,1
Fall 2024,E-RESERVE,OKU,35858,256953,Item Available on Electronic Reserves,05-Aug-24,GOVT,GOVT 3557,Exceptionalism Questioned: America and Europe,"Fallon, Kathleen; Katzenstein, Peter; Kothe, Angela; Sosebee, Emma",,,https://search.proquest.com/docview/1319255576/fulltextPDF/325E9D1138044945PQ/5?accountid=10267,R-22-3  Current History,"Beckfield, Jason",,SER,Article,WebLink,E-Reserve,,Electronic Resource,The End of Equality in Europe?,112,752,,Mar. 2013,94-9,1,2
Fall 2024,E-RESERVE,OKU,35858,256944,Item Available on Electronic Reserves,05-Aug-24,GOVT,GOVT 3557,Exceptionalism Questioned: America and Europe,"Fallon, Kathleen; Katzenstein, Peter; Kothe, Angela; Sosebee, Emma",,,http://search.ebscohost.com/login.aspx?direct=true&db=aph&AN=19718030&site=ehost-live,R-22-4  Policy Review,"Hendrickson, David C.",,SER,Article,WebLink,E-Reserve,,Electronic Resource,Of Power and Providence:  The Old U.S. and the New EU,,135,,Feb/Mar  2006,23-42,1,1
Fall 2024,E-RESERVE,OKU,35858,257012,Item Available on Electronic Reserves,06-Aug-24,GOVT,GOVT 3557,Exceptionalism Questioned: America and Europe,"Fallon, Kathleen; Katzenstein, Peter; Kothe, Angela; Sosebee, Emma",,,,R-26-1  Journal of Strategic Student Studies,"Katzenstein, Peter J.",,MON,Article,WebLink,E-Reserve,,Electronic Resource,Just Kidding:  The Times They Are Changing,37,2,,,59-73,0,
Fall 2024,E-RESERVE,OKU,35858,257005,Item Available on Electronic Reserves,06-Aug-24,GOVT,GOVT 3557,Exceptionalism Questioned: America and Europe,"Fallon, Kathleen; Katzenstein, Peter; Kothe, Angela; Sosebee, Emma",,31924063633329,15DD6B70.pdf,"Rival capitalists : international competitiveness in the United States, Japan, and Western Europe",Jeffrey A. Hart,Cornell University Press,MON,BookChapter,PDF,E-Reserve,Olin,Electronic Resource,"Excerpts from chap. 6:""The United States""",,,,,"223-37, 278-9",2,2
Fall 2024,E-RESERVE,OKU,35858,256934,Item Available on Electronic Reserves,13-Aug-24,GOVT,GOVT 3557,Exceptionalism Questioned: America and Europe,"Fallon, Kathleen; Katzenstein, Peter; Kothe, Angela; Sosebee, Emma",,31924131626024,15DD6B8D.pdf,US foreign policy,Daniel Deudney and Jeffrey Meiser,Oxford University Press,MON,BookChapter,PDF,E-Reserve,Olin Library,E183.7 .U8 2008,"""American Exceptionalism""",,,,2008,24-42,14,25
Fall 2024,E-RESERVE,OKU,36085,259247,Item Available on Electronic Reserves,26-Aug-24,GOVT,GOVT 4000 COMBINED-COMEET Major Seminar (2024FA),GOVT 4000 COMBINED-COMEET Major Seminar (2024FA),"Perera, Isabel",,NA,https://cornell.kanopy.com/node/144003,Sick around the world,,Kanopy Streaming,MON,Video,WebLink,E-Reserve,KANOPY,STREAMING VIDEO,,,,,,,1,1
Fall 2024,OLIN,OKU,36009,258674,Item Available at Reserve Desk,20-Aug-24,GOVT,GOVT 4000 Major Seminar (2024FA),GOVT 4000 Major Seminar (2024FA),"Chen, Ani",,31924091142228,,Djamila Boupacha: the story of the torture of a young Algerian girl which shocked liberal French opinion,[by] Simone de Beauvoir and Gisele Halimi. Translated from the French by Peter Green,André Deutsch,MON,Book,HardCopy,Physical Reserve,Olin Library,DT295.3.B76 B38 1962,,,,,,,0,
Fall 2024,E-RESERVE,OKU,36009,260648,Item Available on Electronic Reserves,11-Nov-24,GOVT,GOVT 4000 Major Seminar (2024FA),GOVT 4000 Major Seminar (2024FA),"Chen, Ani",,NA,https://digitalcampus.swankmp.net/cornell303675/watch/0FACEE0AEBD712C5?referrer=details,Happening,,,MON,Video,WebLink,E-Reserve,SWANK,STREAMING VIDEO,,,,,,,0,
Fall 2024,E-RESERVE,OKU,35777,256064,Item Available on Electronic Reserves,10-Jul-24,GOVT,GOVT 6122,Foundations of the Social Sciences,"Bensel, Richard",,31924127122616,http://encompass.library.cornell.edu/cgi-bin/checkIP.cgi?access=gateway_standard%26url=http://site.ebrary.com/lib/cornell/docDetail.action?docID=10841962,Capital in the twenty-first century,Thomas Piketty ; translated by Arthur Goldhammer.,,MON,Book,WebLink,E-Reserve,,Electronic Resource,,,,,,,0,
Fall 2024,OLIN,OKU,35777,256078,Item Available at Reserve Desk,16-Jul-24,GOVT,GOVT 6122,Foundations of the Social Sciences,"Bensel, Richard",,31924125910301,,"Competition, economic planning, and the knowledge problem",Israel M. Kirzner ; edited and with an introduction by Peter J. Boettke and Frédéric Sautet,"Liberty Fund, Inc.",MON,Book,HardCopy,Physical Reserve,Olin,HB238 .K56 2018,,,,,,,0,
Fall 2024,E-RESERVE,OKU,35777,256068,Item Available on Electronic Reserves,10-Jul-24,GOVT,GOVT 6122,Foundations of the Social Sciences,"Bensel, Richard",,31924086203332,http://search.ebscohost.com/login.aspx?direct=true&db=nlebk&AN=91134&site=ehost-live,Concise encyclopedia of philosophy of language,"edited by Peter V. Lamarque ; consulting editor, R.E. Asher.","Pergamon,",MON,Book,WebLink,E-Reserve,,Electronic Resource,,,,,,,0,
Fall 2024,OLIN,OKU,35777,256051,Item Available at Reserve Desk,10-Jul-24,GOVT,GOVT 6122,Foundations of the Social Sciences,"Bensel, Richard",,31924005338292,,Conjectures and refutations :the growth of scientific knowledge,Karl R. Popper.,"Harper & Row,",MON,Book,HardCopy,Physical Reserve,Olin,BD241 .P83 1968,,,,,,,0,
Fall 2024,OLIN,OKU,35777,256076,Item Available at Reserve Desk,25-Jul-24,GOVT,GOVT 6122,Foundations of the Social Sciences,"Bensel, Richard",,31924130182847,,Determined : a science of life without free will,Robert M. Sapolsky,Penguin Press,MON,Book,HardCopy,Physical Reserve,Olin,BJ1461 .S325 2023,,,,,,,0,
Fall 2024,OLIN,OKU,35777,256079,Item Available at Reserve Desk,16-Jul-24,GOVT,GOVT 6122,Foundations of the Social Sciences,"Bensel, Richard",,31924118905367,,GDP : a brief but affectionate history,Diane Coyle,Princeton University Press,MON,Book,HardCopy,Physical Reserve,Olin,HC79.I5 C725 2014,,,,,,,0,
Fall 2024,OLIN,OKU,35777,256070,Item Available at Reserve Desk,10-Jul-24,GOVT,GOVT 6122,Foundations of the Social Sciences,"Bensel, Richard",,31924010337800,,Logical positivism,Oswald Hanfling,Columbia University Press,MON,Book,HardCopy,Physical Reserve,Olin,B824.6 .H23,,,,,,,0,
