semester,pickuplocation,processinglocation,courseid,aresitemid,currentstatus,currentstatusdate,deptfinal,coursenumber,coursetitle,instructordisplayname,instructor,itembarcode,url,itemtitle,author,publisher,itemtype,itemformat,documenttype,typeofreserve,shelflocation,callnumber,articletitle,volume,issue,journalyear,journalmonth,pages,numberofusers,totalclicks
Fall 2024,E-RESERVE,OKU,35948,258124,Item Available on Electronic Reserves,18-Aug-24,ANTHR,ANTHR 4466,"Citizenship, Borders, and Belonging","Raheja, Natasha",,,https://contendingmodernities.nd.edu/global-currents/who-are-we-the-people/,University of Notre Dame - Keough School of Global Affairs,"Amesbury, Richard",,MON,Article,WebLink,E-Reserve,,Electronic Resource,Who Are We the People? Unpopular Sovereignties in the United States and India,,,,,,1,1
Fall 2024,E-RESERVE,OKU,35948,258156,Item Available on Electronic Reserves,18-Aug-24,ANTHR,ANTHR 4466,"Citizenship, Borders, and Belonging","Raheja, Natasha",,,15DD5FBB.pdf,Washington Post,"Jones, Martha",,SER,Article,PDF,E-Reserve,,Electronic Resource,Birthright Citizenship is a Powerful Weapon Against Racism.  That's Why We Must Protect It. Time to Brush Up on the 14th Amendment.,,,,"July 18, 2020",,2,6
Fall 2024,E-RESERVE,OKU,35948,258157,Item Available on Electronic Reserves,18-Aug-24,ANTHR,ANTHR 4466,"Citizenship, Borders, and Belonging","Raheja, Natasha",,,15DD5FB5.pdf,Washington Post,"Jones, Martha S.",,SER,Article,PDF,E-Reserve,,Electronic Resource,"The 14th Amendment Solved One Citizenship Crisis, but it Created a New One",,,,"July 9, 2017",,2,3
Fall 2024,E-RESERVE,OKU,35948,258126,Item Available on Electronic Reserves,18-Aug-24,ANTHR,ANTHR 4466,"Citizenship, Borders, and Belonging","Raheja, Natasha",,,http://proxy.library.cornell.edu/login?url=http://www.degruyter.com/isbn/9780226253183,We Were Adivasis:  Aspiration in an Indian Scheduled Tribe,"Moodie, Megan",,MON,Book,WebLink,E-Reserve,,Electronic Resource,,,,,,,7,10
Fall 2024,OLIN,OKU,36227,260055,Item Available at Reserve Desk,08-Sep-24,ANTHR,ANTHR 4991 Honors Workshop I (2024FA),ANTHR 4991 Honors Workshop I (2024FA),"Nadasdy, Paul",,31924123020392,,The Craft of Research,"Booth, Wayne, et. al.",,MON,Book,HardCopy,Physical Reserve,Uris,Q180.55.M4 B66 2016,,,,,,,0,
Fall 2024,FINE,FINE,35817,256504,Item Available at Reserve Desk,22-Jul-24,ARCH,ARCH 2101,Design III,"Simitch, Andrea",,31924050586506,,"New World visions of household gods & sacred places : American art and the Metropolitan Museum, 1650-1914",Vincent Scully,"Little, Brown",MON,Book,HardCopy,Physical Reserve,Library Annex,N6505 .S43,,,,,,,0,
Fall 2024,FINE,FINE,35817,256915,Item Removed From Reserves,30-Sep-24,ARCH,ARCH 2101,Design III,"Simitch, Andrea",,31924081043170,,"The chair : rethinking culture, body, and design",Galen Cranz,W.W. Norton,MON,Book,HardCopy,Physical Reserve,Mann Library,TS886.5.C45 C73x 1998,,,,,,,0,
Fall 2024,E-RESERVE,OKU,35865,257070,Item Available on Electronic Reserves,12-Aug-24,ARCH,ARCH 3117 COMBINED-COMEET Contemporary Italian Cul,ARCH 3117 COMBINED-COMEET Contemporary Italian Culture - Italian Cinema (2024FA),"Benda, Rene; Ciampaglia, Carolina",,,https://www.kanopy.com/en/cornell/video/13353083,Accattone,Pier Paolo Pasolini,,MON,Video,WebLink,E-Reserve,KANOPY,STREAMING VIDEO,,,,,,,0,
Fall 2024,E-RESERVE,OKU,35865,260193,Awaiting Media Licensing,17-Sep-24,ARCH,ARCH 3117 COMBINED-COMEET Contemporary Italian Cul,ARCH 3117 COMBINED-COMEET Contemporary Italian Culture - Italian Cinema (2024FA),"Benda, Rene; Ciampaglia, Carolina",,,,C'eravamo tanto amati,Ettore Scola,,MON,Video,WebLink,E-Reserve,,,,,,,,,0,
Fall 2024,OLIN,OKU,35865,260197,Item Available at Reserve Desk,24-Sep-24,ARCH,ARCH 3117 COMBINED-COMEET Contemporary Italian Cul,ARCH 3117 COMBINED-COMEET Contemporary Italian Culture - Italian Cinema (2024FA),"Benda, Rene; Ciampaglia, Carolina",,31924091106124,,C'eravamo tanto amati,"La Deantir ; soggetto, scenegiatura e dialoghi di Age-Scarpelli-Scola ; un film prodotto da Pio Angeletti e Adriano de Micheli ; regia di Ettore Scola","Brigham Young University, Humanities Research Cent",MON,DVD,HardCopy,Physical Reserve,Uris Library,Dean Room Videodisc 153,,,,,,,0,
Fall 2024,E-RESERVE,OKU,35865,257084,Item Available on Electronic Reserves,17-Aug-24,ARCH,ARCH 3117 COMBINED-COMEET Contemporary Italian Cul,ARCH 3117 COMBINED-COMEET Contemporary Italian Culture - Italian Cinema (2024FA),"Benda, Rene; Ciampaglia, Carolina",,NA,https://digitalcampus.swankmp.net/cornell303675/watch/B6343E21651F546B?referrer=marc,Fellini's Roma,Federico Fellini,,MON,Video,WebLink,E-Reserve,SWANK,STREAMING VIDEO,,,,,,,2,3
Fall 2024,E-RESERVE,OKU,35865,257081,Item Available on Electronic Reserves,12-Aug-24,ARCH,ARCH 3117 COMBINED-COMEET Contemporary Italian Cul,ARCH 3117 COMBINED-COMEET Contemporary Italian Culture - Italian Cinema (2024FA),"Benda, Rene; Ciampaglia, Carolina",,NA,https://resolver.ebscohost.com/Redirect/PRL?EPPackageLocationID=3954349.19520783.0&epcustomerid=s9001366,Il Bidone = The Swindle,,Films Sans Frontieres,MON,Video,WebLink,E-Reserve,FILMS ON DEMAND,STREAMING VIDEO,,,,,,,1,11
Fall 2024,E-RESERVE,OKU,35865,257082,Item Available on Electronic Reserves,12-Aug-24,ARCH,ARCH 3117 COMBINED-COMEET Contemporary Italian Cul,ARCH 3117 COMBINED-COMEET Contemporary Italian Culture - Italian Cinema (2024FA),"Benda, Rene; Ciampaglia, Carolina",,NA,http://proxy.library.cornell.edu/login?url=https://cornell.kanopy.com/node/143163,Il Deserto Rosso = Red Desert,,Kanopy Streaming,MON,Video,WebLink,E-Reserve,KANOPY,STREAMING VIDEO,,,,,,,1,2
Fall 2024,E-RESERVE,OKU,35865,257083,In Media Licensing,17-Aug-24,ARCH,ARCH 3117 COMBINED-COMEET Contemporary Italian Cul,ARCH 3117 COMBINED-COMEET Contemporary Italian Culture - Italian Cinema (2024FA),"Benda, Rene; Ciampaglia, Carolina",,,,La chimera,Alice Rohrwacher,,MON,Video,WebLink,E-Reserve,,,,,,,,,0,
Fall 2024,E-RESERVE,OKU,35865,257079,Item Available on Electronic Reserves,12-Aug-24,ARCH,ARCH 3117 COMBINED-COMEET Contemporary Italian Cul,ARCH 3117 COMBINED-COMEET Contemporary Italian Culture - Italian Cinema (2024FA),"Benda, Rene; Ciampaglia, Carolina",,NA,https://digitalcampus.swankmp.net/cornell303675/watch/F627D820D766D7E1?referrer=marc,La Dolce Vita,Federico Fellini,,MON,Video,WebLink,E-Reserve,SWANK,STREAMING VIDEO,,,,,,,0,
Fall 2024,E-RESERVE,OKU,35865,257080,Item Available on Electronic Reserves,12-Aug-24,ARCH,ARCH 3117 COMBINED-COMEET Contemporary Italian Cul,ARCH 3117 COMBINED-COMEET Contemporary Italian Culture - Italian Cinema (2024FA),"Benda, Rene; Ciampaglia, Carolina",,NA,http://proxy.library.cornell.edu/login?url=https://cornell.kanopy.com/node/127224,La Grande Bellezza / The Great Beauty,Paolo Sorrentino,Kanopy Streaming,MON,Video,WebLink,E-Reserve,KANOPY,STREAMING VIDEO,,,,,,,0,
Fall 2024,E-RESERVE,OKU,35865,257067,Item Available on Electronic Reserves,12-Aug-24,ARCH,ARCH 3117 COMBINED-COMEET Contemporary Italian Cul,ARCH 3117 COMBINED-COMEET Contemporary Italian Culture - Italian Cinema (2024FA),"Benda, Rene; Ciampaglia, Carolina",,NA,http://proxy.library.cornell.edu/login?url=https://cornell.kanopy.com/node/219411,Ladri di biciclette / Bicycle Thieves,Vittorio De Sica,Criterion Collection/Janus Films,MON,Video,WebLink,E-Reserve,KANOPY,STREAMING VIDEO,,,,,,,0,
Fall 2024,OLIN,OKU,35865,257819,Item Available at Reserve Desk,26-Aug-24,ARCH,ARCH 3117 COMBINED-COMEET Contemporary Italian Cul,ARCH 3117 COMBINED-COMEET Contemporary Italian Culture - Italian Cinema (2024FA),"Benda, Rene; Ciampaglia, Carolina",,31924130396488,,Lazzaro felice = Happy as Lazzaro,"Tempesta e RAI Cinema presentano ; una produzione Tempesta/Carlo Cresto-Dina con RAI Cinema ; in coproduzione con Amka Films Productions, Ad vitam Production, KNM, Pola Pandora ; in coproduzione con RSI Radiotelevisione svizzera, Arte France cinéma - ZDF/",Modern Films,MON,DVD,HardCopy,Physical Reserve,Uris Library,Dean Room Videodisc 10092,,,,,,,0,
Fall 2024,OLIN,OKU,35865,257076,Awaiting Media Licensing,12-Aug-24,ARCH,ARCH 3117 COMBINED-COMEET Contemporary Italian Cul,ARCH 3117 COMBINED-COMEET Contemporary Italian Culture - Italian Cinema (2024FA),"Benda, Rene; Ciampaglia, Carolina",,31924130396488,,Lazzaro felice = Happy as Lazzaro,"Tempesta e RAI Cinema presentano ; una produzione Tempesta/Carlo Cresto-Dina con RAI Cinema ; in coproduzione con Amka Films Productions, Ad vitam Production, KNM, Pola Pandora ; in coproduzione con RSI Radiotelevisione svizzera, Arte France cinéma - ZDF/",Modern Films,MON,DVD,HardCopy,Physical Reserve,Uris Library,Dean Room Videodisc 10092,,,,,,,0,
Fall 2024,E-RESERVE,OKU,35865,257085,Item Available on Electronic Reserves,12-Aug-24,ARCH,ARCH 3117 COMBINED-COMEET Contemporary Italian Cul,ARCH 3117 COMBINED-COMEET Contemporary Italian Culture - Italian Cinema (2024FA),"Benda, Rene; Ciampaglia, Carolina",,NA,https://cornell.kanopy.com/node/14062101,L'Immensita,,Music Box Films,MON,Video,WebLink,E-Reserve,KANOPY,STREAMING VIDEO,,,,,,,1,7
Fall 2024,E-RESERVE,OKU,35865,257072,Item Available on Electronic Reserves,12-Aug-24,ARCH,ARCH 3117 COMBINED-COMEET Contemporary Italian Cul,ARCH 3117 COMBINED-COMEET Contemporary Italian Culture - Italian Cinema (2024FA),"Benda, Rene; Ciampaglia, Carolina",,NA,http://proxy.library.cornell.edu/login?url=https://cornell.kanopy.com/node/112946,Mamma Roma,Pier Paolo Pasolini,Kanopy Streaming,MON,Video,WebLink,E-Reserve,KANOPY,STREAMING VIDEO,,,,,,,1,6
Fall 2024,E-RESERVE,OKU,35865,257069,Item Available on Electronic Reserves,12-Aug-24,ARCH,ARCH 3117 COMBINED-COMEET Contemporary Italian Cul,ARCH 3117 COMBINED-COMEET Contemporary Italian Culture - Italian Cinema (2024FA),"Benda, Rene; Ciampaglia, Carolina",,NA,https://cornell.kanopy.com/node/11181452,Martin Eden,Pietro Marcello,Kino Lorber,MON,Video,WebLink,E-Reserve,KANOPY,STREAMING VIDEO,,,,,,,1,1
Fall 2024,E-RESERVE,OKU,35865,257071,Item Available on Electronic Reserves,12-Aug-24,ARCH,ARCH 3117 COMBINED-COMEET Contemporary Italian Cul,ARCH 3117 COMBINED-COMEET Contemporary Italian Culture - Italian Cinema (2024FA),"Benda, Rene; Ciampaglia, Carolina",,NA,https://resolver.ebscohost.com/Redirect/PRL?EPPackageLocationID=3954349.19520798.0&epcustomerid=s9001366,Miracle In Milan,Vittorio De Sica,Films Sans Frontieres,MON,Video,WebLink,E-Reserve,FILMS ON DEMAND,STREAMING VIDEO,,,,,,,1,2
Fall 2024,E-RESERVE,OKU,35865,257078,Item Available on Electronic Reserves,12-Aug-24,ARCH,ARCH 3117 COMBINED-COMEET Contemporary Italian Cul,ARCH 3117 COMBINED-COMEET Contemporary Italian Culture - Italian Cinema (2024FA),"Benda, Rene; Ciampaglia, Carolina",,,https://login.proxy.library.cornell.edu/login?url=https://fod.infobase.com/PortalPlayLists.aspx?wid=152376&&xtid=57051,Ossessione / Obsession,Luchino Visconti,,MON,Video,WebLink,E-Reserve,FILMS ON DEMAND,STREAMING VIDEO,,,,,,,0,
Fall 2024,E-RESERVE,OKU,35865,257068,Item Available on Electronic Reserves,12-Aug-24,ARCH,ARCH 3117 COMBINED-COMEET Contemporary Italian Cul,ARCH 3117 COMBINED-COMEET Contemporary Italian Culture - Italian Cinema (2024FA),"Benda, Rene; Ciampaglia, Carolina",,NA,http://proxy.library.cornell.edu/login?url=https://cornell.kanopy.com/node/154472,Paisan,Roberto Rossellini,Kanopy Streaming,MON,Video,WebLink,E-Reserve,KANOPY,STREAMING VIDEO,,,,,,,1,1
Fall 2024,E-RESERVE,OKU,35865,257077,Item Available on Electronic Reserves,12-Aug-24,ARCH,ARCH 3117 COMBINED-COMEET Contemporary Italian Cul,ARCH 3117 COMBINED-COMEET Contemporary Italian Culture - Italian Cinema (2024FA),"Benda, Rene; Ciampaglia, Carolina",,,https://login.proxy.library.cornell.edu/login?url=https://fod.infobase.com/PortalPlayLists.aspx?wid=152376&&xtid=57045,Riso Amaro / Bitter Rice,Giuseppe De Santis,,MON,Video,WebLink,E-Reserve,FILMS ON DEMAND,STREAMING VIDEO,,,,,,,0,
Fall 2024,OLIN,OKU,35865,257820,In Call Slip Processing,21-Aug-24,ARCH,ARCH 3117 COMBINED-COMEET Contemporary Italian Cul,ARCH 3117 COMBINED-COMEET Contemporary Italian Culture - Italian Cinema (2024FA),"Benda, Rene; Ciampaglia, Carolina",,31924128522756,,Rogopag,,Tartan Video,MON,Video,HardCopy,Physical Reserve,Mui Ho Fine Arts Library,PN1995.9 F67 P54 2007,,text,,,,,0,
Fall 2024,OLIN,OKU,35865,257075,Awaiting Media Licensing,12-Aug-24,ARCH,ARCH 3117 COMBINED-COMEET Contemporary Italian Cul,ARCH 3117 COMBINED-COMEET Contemporary Italian Culture - Italian Cinema (2024FA),"Benda, Rene; Ciampaglia, Carolina",,31924128522731,,Rogopag,Pier Paolo Pasolini,Tartan Video,MON,DVD,HardCopy,Physical Reserve,Mui Ho Fine Arts Library,PN1995.9 F67 P54 2007,,disc 2,,,,,0,
Fall 2024,OLIN,OKU,35865,259696,Item Available at Reserve Desk,28-Aug-24,ARCH,ARCH 3117 COMBINED-COMEET Contemporary Italian Cul,ARCH 3117 COMBINED-COMEET Contemporary Italian Culture - Italian Cinema (2024FA),"Benda, Rene; Ciampaglia, Carolina",,31924128522731,,Rogopag,Pier Paolo Pasolini,Tartan Video,MON,DVD,HardCopy,Physical Reserve,Mui Ho Fine Arts Library,PN1995.9 F67 P54 2007,,disc 2,,,,,0,
Fall 2024,E-RESERVE,OKU,35865,257073,Item Available on Electronic Reserves,12-Aug-24,ARCH,ARCH 3117 COMBINED-COMEET Contemporary Italian Cul,ARCH 3117 COMBINED-COMEET Contemporary Italian Culture - Italian Cinema (2024FA),"Benda, Rene; Ciampaglia, Carolina",,NA,https://digitalcampus.swankmp.net/cornell303675/watch/6F3D0D3B6D2AA6B9?referrer=marc,Roman Holiday,William Wyler,,MON,Video,WebLink,E-Reserve,SWANK,STREAMING VIDEO,,,,,,,0,
Fall 2024,E-RESERVE,OKU,35865,259567,Item Available at Reserve Desk,04-Sep-24,ARCH,ARCH 3117 COMBINED-COMEET Contemporary Italian Cul,ARCH 3117 COMBINED-COMEET Contemporary Italian Culture - Italian Cinema (2024FA),"Benda, Rene; Ciampaglia, Carolina",,31924121391290,,"Rome Open city [Roma, città aperta]","director, Roberto Rossellini ; written by Sergio Amidei, Federico Fellini, Robert Rossellini",CInekorea,MON,Video,HardCopy,Physical Reserve,Mui Ho Fine Arts Library,Videodisc 554,,,,,,,0,
Fall 2024,E-RESERVE,OKU,35865,259807,Item Available on Electronic Reserves,08-Sep-24,ARCH,ARCH 3117 COMBINED-COMEET Contemporary Italian Cul,ARCH 3117 COMBINED-COMEET Contemporary Italian Culture - Italian Cinema (2024FA),"Benda, Rene; Ciampaglia, Carolina",,NA,http://proxy.library.cornell.edu/login?url=https://cornell.kanopy.com/node/112948,"Rome open city = Roma, città aperta",,Kanopy Streaming,MON,Video,WebLink,E-Reserve,KANOPY,STREAMING VIDEO,,,,,,,0,
Fall 2024,E-RESERVE,OKU,35865,257074,Item Available on Electronic Reserves,12-Aug-24,ARCH,ARCH 3117 COMBINED-COMEET Contemporary Italian Cul,ARCH 3117 COMBINED-COMEET Contemporary Italian Culture - Italian Cinema (2024FA),"Benda, Rene; Ciampaglia, Carolina",,NA,https://cornell.kanopy.com/node/4442970,Terraferma,Emanuele Crialese,Kanopy Streaming,MON,Video,WebLink,E-Reserve,KANOPY,STREAMING VIDEO,,,,,,,2,5
Fall 2024,FINE,FINE,36222,260013,Item Available at Reserve Desk,05-Sep-24,ARCH,ARCH 3301,"ARCH 3301 Architectural Analysis II: Architecture, the City, and Landscape","Lotfi-Jam, Farzin",,31924126624687,,A moving border : Alpine cartographies of climate change,"Marco Ferrari, Elisa Pasqual, Andrea Bagnato",Columbia Books on Architecture and the City,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library Reserve (Mann Library),QC989.A43 F47 2019,,,,,,,0,
Fall 2024,FINE,FINE,36222,260007,Item Available at Reserve Desk,05-Sep-24,ARCH,ARCH 3301,"ARCH 3301 Architectural Analysis II: Architecture, the City, and Landscape","Lotfi-Jam, Farzin",,31924112131754,,L.A. under the influence : the hidden logic of urban property,Roger Sherman ; foreword by R. E. Somol,University of Minnesota Press,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library,HD268.L85 S45 2010,,,,,,,0,
Fall 2024,FINE,FINE,36222,260014,Item Available at Reserve Desk,05-Sep-24,ARCH,ARCH 3301,"ARCH 3301 Architectural Analysis II: Architecture, the City, and Landscape","Lotfi-Jam, Farzin",,31924077678930,,Taking measures across the American landscape,"James Corner, essays, drawings, and captions ; Alex MacLean, photographs ; foreword by Michael Van Valkenburgh",Yale University Press,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library Reserve (Mui Ho Fine Arts Library),TR660.5 .C81 1996,,,,,,,0,
Fall 2024,FINE,FINE,36222,260016,Item Available at Reserve Desk,05-Sep-24,ARCH,ARCH 3301,"ARCH 3301 Architectural Analysis II: Architecture, the City, and Landscape","Lotfi-Jam, Farzin",,31924128844879,,"The architecture of closed worlds, or, What is the power of shit?",Lydia Kallipoliti,Lars Müller Publishers,MON,Book,HardCopy,Physical Reserve,Fine Arts Library,NA2542.35 .K35 2018,,,,,,,0,
Fall 2024,FINE,FINE,36222,260017,Item Available at Reserve Desk,05-Sep-24,ARCH,ARCH 3301,"ARCH 3301 Architectural Analysis II: Architecture, the City, and Landscape","Lotfi-Jam, Farzin",,31924125557839,,The arsenal of exclusion & inclusion,"Tobias Armborst, Daniel D'Oca, Georgeen Theodore ; written and edited with Riley Gold ; [with contributions by Baye Adofo-Wilson and seventy-four others]",Actar Publishers,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library Reserve (Mui Ho Fine Arts Library),HT167 .A84 2017,,,,,,,0,
Fall 2024,FINE,FINE,36222,260012,Item Available at Reserve Desk,05-Sep-24,ARCH,ARCH 3301,"ARCH 3301 Architectural Analysis II: Architecture, the City, and Landscape","Lotfi-Jam, Farzin",,31924019514177,,The RSVP cycles; creative processes in the human environment,,G. Braziller,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library Reserve (Mui Ho Fine Arts Library),NX175 .H19,,,,,,,0,
Fall 2024,FINE,FINE,36222,260574,Item Available at Reserve Desk,18-Oct-24,ARCH,ARCH 3301,"ARCH 3301 Architectural Analysis II: Architecture, the City, and Landscape","Lotfi-Jam, Farzin",,31924014066934,,The RSVP cycles; creative processes in the human environment,,G. Braziller,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library Reserve (Library Annex),NX175 .H19,,,,,,,0,
Fall 2024,FINE,FINE,36222,260015,Item Available at Reserve Desk,05-Sep-24,ARCH,ARCH 3301,"ARCH 3301 Architectural Analysis II: Architecture, the City, and Landscape","Lotfi-Jam, Farzin",,31924120278233,,The social project : housing postwar France,Kenny Cupers,University of Minnesota Press,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library Reserve (Olin Library),Oversize HT169.F7 C87 2014 +,,,,,,,0,
Fall 2024,FINE,FINE,36222,260011,Item Available at Reserve Desk,05-Sep-24,ARCH,ARCH 3301,"ARCH 3301 Architectural Analysis II: Architecture, the City, and Landscape","Lotfi-Jam, Farzin",,31924119651309,,Use matters : an alternative history of architecture,edited by Kenny Cupers,Routledge,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library Reserve (Mui Ho Fine Arts Library),NA2543.S6 U84 2013,,,,,,,0,
Fall 2024,E-RESERVE,OKU,36159,260335,Item Available on Electronic Reserves,22-Sep-24,ARCH,ARCH 3308 COMBINED-COMEET Special Topics in the Th,ARCH 3308 COMBINED-COMEET Special Topics in the Theory of Architecture I (2024FA),"Curry, Milton; Escamilla-Guerrero, Marcos",,,https://resolver.ebscohost.com/Redirect/PRL?EPPackageLocationID=2471.13226364.0&epcustomerid=s9001366,Building an American empire,Paul Frymer,,MON,Book,WebLink,E-Reserve,,Electronic Resource,,,,,,,0,
Fall 2024,OLIN,OKU,36159,260345,Item Available at Reserve Desk,23-Sep-24,ARCH,ARCH 3308 COMBINED-COMEET Special Topics in the Th,ARCH 3308 COMBINED-COMEET Special Topics in the Theory of Architecture I (2024FA),"Curry, Milton; Escamilla-Guerrero, Marcos",,31924129252619,,From here to equality,William A. Darity Jr. and A. Kirsten Mullen.,,MON,Book,HardCopy,Physical Reserve,Olin,E185.89.R45 D37 2022,,,,,,,0,
Fall 2024,FINE,FINE,36159,260667,Item Available at Reserve Desk,20-Nov-24,ARCH,ARCH 3308 COMBINED-COMEET Special Topics in the Th,ARCH 3308 COMBINED-COMEET Special Topics in the Theory of Architecture I (2024FA),"Curry, Milton; Escamilla-Guerrero, Marcos",,31924123675294,,Log,,Anyone Corporation,MON,Book,HardCopy,Physical Reserve,,NA1 .L63,,no.57-59,2023,,,,0,
Fall 2024,E-RESERVE,OKU,36159,260338,Item Available on Electronic Reserves,22-Sep-24,ARCH,ARCH 3308 COMBINED-COMEET Special Topics in the Th,ARCH 3308 COMBINED-COMEET Special Topics in the Theory of Architecture I (2024FA),"Curry, Milton; Escamilla-Guerrero, Marcos",,,https://resolver.ebscohost.com/Redirect/PRL?EPPackageLocationID=2599703.104302877.0&epcustomerid=s9001366,Operative Mapping: The Use of Maps As a Design Tool,Roger Paez,,MON,Book,WebLink,E-Reserve,,Electronic Resource,,,,,,,1,2
Fall 2024,E-RESERVE,OKU,36159,260337,Item Available on Electronic Reserves,22-Sep-24,ARCH,ARCH 3308 COMBINED-COMEET Special Topics in the Th,ARCH 3308 COMBINED-COMEET Special Topics in the Theory of Architecture I (2024FA),"Curry, Milton; Escamilla-Guerrero, Marcos",,,http://proxy.library.cornell.edu/login?url=https://www.jstor.org/stable/10.5149/9781469653686_taylor,Race for profit,Keeanga-Yamahtta Taylor,,MON,Book,WebLink,E-Reserve,,Electronic Resource,,,,,,,0,
Fall 2024,E-RESERVE,OKU,36159,260344,Item Available on Electronic Reserves,22-Sep-24,ARCH,ARCH 3308 COMBINED-COMEET Special Topics in the Th,ARCH 3308 COMBINED-COMEET Special Topics in the Theory of Architecture I (2024FA),"Curry, Milton; Escamilla-Guerrero, Marcos",,,http://proxy.library.cornell.edu/login?url=http://dx.doi.org/10.1093/oso/9780197508893.001.0001,Reconsidering reparations,Olâufòemi O. Tâaâiwáo.,,MON,Book,WebLink,E-Reserve,,Electronic Resource,,,,,,,0,
Fall 2024,FINE,FINE,36159,260343,Item Available at Reserve Desk,23-Sep-24,ARCH,ARCH 3308 COMBINED-COMEET Special Topics in the Th,ARCH 3308 COMBINED-COMEET Special Topics in the Theory of Architecture I (2024FA),"Curry, Milton; Escamilla-Guerrero, Marcos",,31924129167965,,Reconstructions : architecture and Blackness in America,"edited by Sean Anderson, Mabel O. Wilson ; Photographs by David Hartt",The Museum of Modern Art,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library Reserve (Mui Ho Fine Arts Library),NA738.N5 R43 2021,,,,,,,0,
Fall 2024,FINE,FINE,36159,260339,Item Available at Reserve Desk,04-Oct-24,ARCH,ARCH 3308 COMBINED-COMEET Special Topics in the Th,ARCH 3308 COMBINED-COMEET Special Topics in the Theory of Architecture I (2024FA),"Curry, Milton; Escamilla-Guerrero, Marcos",,31924128941576,,Spatializing justice,Teddy Cruz and Fonna Forman,,MON,Book,HardCopy,Physical Reserve,,HT170 .C789 2022,,,,,,,0,
Fall 2024,FINE,FINE,36159,260336,Item Available at Reserve Desk,26-Sep-24,ARCH,ARCH 3308 COMBINED-COMEET Special Topics in the Th,ARCH 3308 COMBINED-COMEET Special Topics in the Theory of Architecture I (2024FA),"Curry, Milton; Escamilla-Guerrero, Marcos",,31924126892870,,The color of law : a forgotten history of how our government segregated America,Richard Rothstein,Liveright Publishing Corporation,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library,E185.61 .R8185 2017,,,,,,,0,
Fall 2024,E-RESERVE,FINE,36042,260153,Item Available on Electronic Reserves,13-Sep-24,ARCH,ARCH 3308-6308-4408-6408,Special Topics in the Theory of Architecture I,"Chi, Lily",,,15DD6C51.pdf,Fab : the coming revolution on your desktop--from personal computers to personal fabrication,Neil Gershenfeld,Basic Books,MON,BookChapter,PDF,E-Reserve,,,How to Make. . .,,,,,,2,9
Fall 2024,E-RESERVE,FINE,36042,260120,Item Available on Electronic Reserves,10-Sep-24,ARCH,ARCH 3308-6308-4408-6408,Special Topics in the Theory of Architecture I,"Chi, Lily",,,15DD6C46.pdf,"FabLab : of machines, makers and inventors","Julia Walter-Herrmann, Corinne Büching (eds.)",Transcript,MON,BookChapter,PDF,E-Reserve,,,Making the Third Industrial Revolution,,,,,,0,
Fall 2024,E-RESERVE,FINE,36042,260121,Item Available on Electronic Reserves,10-Sep-24,ARCH,ARCH 3308-6308-4408-6408,Special Topics in the Theory of Architecture I,"Chi, Lily",,,15DD6C47.pdf,"FabLab : of machines, makers and inventors","Julia Walter-Herrmann, Corinne Büching (eds.)",Transcript,MON,BookChapter,PDF,E-Reserve,,,"Small Ideas, Big Opportunities",,,,,,0,
Fall 2024,FINE,FINE,36042,259821,Item Available at Reserve Desk,04-Sep-24,ARCH,ARCH 3308-6308-4408-6408,Special Topics in the Theory of Architecture I,"Chi, Lily",,31924121575074,,Open-source architecture,Carlo Rotti with Matthew Claudel,Thames & Hudson,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library,NA689.O64 R38 2015,,,,,,,0,
Fall 2024,FINE,FINE,36042,259863,Item Available at Reserve Desk,04-Sep-24,ARCH,ARCH 3308-6308-4408-6408,Special Topics in the Theory of Architecture I,"Chi, Lily",,31924131628111,,Open-source architecture,Carlo Rotti with Matthew Claudel,Thames & Hudson,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library,NA689.O64 R38 2015,,,,,,,0,
Fall 2024,FINE,FINE,36042,258946,Item Available at Reserve Desk,21-Aug-24,ARCH,ARCH 3308-6308-4408-6408,Special Topics in the Theory of Architecture I,"Chi, Lily",,31924109229199,,Situaciones urbanas,Santiago Cirugeda,Editorial Tenov,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library,NA9223 .C578 2007,,,,,,,0,
Fall 2024,E-RESERVE,FINE,36237,260130,Item Available on Electronic Reserves,10-Sep-24,ARCH,ARCH 4101 / 5101,RE: Housing NYC,"H. Wisniewska, Marta",,NA,https://www.degruyter.com/document/doi/10.7312/plun17834/html,A History of Housing in New York City,Richard Plunz,Columbia University Press,MON,Book,PDF,E-Reserve,Networked Resource,Networked Resource,,,,,,,0,
